rspo,ulica,numer_domu,numer_lokalu,id_kod_pocztowy,id_miejscowosc,id_wojewodztwo,id_powiat,id_gmina
3845,ul. Komuny Paryskiej,6,,5529,422,2,201,201011
5912,ul. Komuny Paryskiej,6,,5529,422,2,201,201011
19058,ul. Komuny Paryskiej,6,,5529,422,2,201,201011
115330,ul. Komuny Paryskiej,6,,5529,422,2,201,201011
19059,ul. Komuny Paryskiej,6,,5529,422,2,201,201011
276424,ul. Komuny Paryskiej,6,,5529,422,2,201,201011
15396,ul. Dolne Młyny,60,,5529,422,2,201,201011
15397,ul. Górne Młyny,1,,5529,422,2,201,201011
19336,ul. Górne Młyny,1,,5529,422,2,201,201011
19335,ul. Górne Młyny,1,,5529,422,2,201,201011
15398,al. Aleja Tysiąclecia,51,,5529,422,2,201,201011
19604,al. Aleja Tysiąclecia,51,,5529,422,2,201,201011
19605,al. Aleja Tysiąclecia,51,,5529,422,2,201,201011
15399,ul. Bankowa,8,,5529,422,2,201,201011
19181,ul. Bankowa,8,,5529,422,2,201,201011
19184,ul. Bankowa,8,,5529,422,2,201,201011
19185,ul. Bankowa,8,,5529,422,2,201,201011
19182,ul. Bankowa,8,,5529,422,2,201,201011
15400,ul. Heleny i Wincentego Tyrankiewiczów,11,,5529,422,2,201,201011
19333,ul. Ogrodowa,7,,5529,422,2,201,201011
19601,ul. Heleny i Wincentego Tyrankiewiczów,11,,5529,422,2,201,201011
19334,ul. Heleny i Wincentego Tyrankiewiczów,11,,5529,422,2,201,201011
16580,ul. Zgorzelecka,27,,5529,422,2,201,201011
17054,ul. Marcina Opitza,11,,5529,422,2,201,201011
17080,ul. Marcina Opitza,11,,5529,422,2,201,201011
17137,ul. Marcina Opitza,11,,5529,422,2,201,201011
17174,ul. Marcina Opitza,11,,5529,422,2,201,201011
17219,ul. Marcina Opitza,11,,5529,422,2,201,201011
17550,ul. Heleny i Wincentego Tyrankiewiczów,2,,5529,422,2,201,201011
18924,ul. Heleny i Wincentego Tyrankiewiczów,2,,5529,422,2,201,201011
18926,ul. Heleny i Wincentego Tyrankiewiczów,2,,5529,422,2,201,201011
17864,ul. Heleny i Wincentego Tyrankiewiczów,11,,5529,422,2,201,201011
19603,ul. Heleny i Wincentego Tyrankiewiczów,11,,5529,422,2,201,201011
19974,ul. Bankowa,10,,5529,422,2,201,201011
21071,ul. Zgorzelecka,18,,5529,422,2,201,201011
22756,ul. Zgorzelecka,18,,5529,422,2,201,201011
22765,ul. Zgorzelecka,18,,5529,422,2,201,201011
24840,ul. Grunwaldzka,5,,5529,422,2,201,201011
31228,ul. Ignacego Łukasiewicza,8,41,5529,422,2,201,201011
31229,ul. Heleny i Wincentego Tyrankiewiczów,22,,5529,422,2,201,201011
31303,ul. Heleny i Wincentego Tyrankiewiczów,22,,5529,422,2,201,201011
34518,ul. Dolne Młyny,60,,5529,422,2,201,201011
34554,ul. Mikołaja Brody,12,,5529,422,2,201,201011
34556,ul. Ceramiczna,5,,5529,422,2,201,201011
34719,ul. Jana Pawła II,50d,,5529,422,2,201,201011
34720,ul. Mikołaja Brody,17,,5529,422,2,201,201011
34721,ul. Narcyzów,22,,5529,422,2,201,201011
34723,ul. Sądowa,9,,5529,422,2,201,201011
34724,ul. Zygmunta Augusta,16B,,5529,422,2,201,201011
34725,ul. Piotra i Pawła,2,,5529,422,2,201,201011
35042,ul. Grunwaldzka,9,,5529,422,2,201,201011
38801,ul. Juliusza Słowackiego,2,,5529,422,2,201,201011
38803,ul. Jana Pawła II,38c,,5529,422,2,201,201011
40746,ul. Górne Młyny,5,,5529,422,2,201,201011
71247,ul. Jana Pawła II,20a,,5529,422,2,201,201011
78001,ul. Gdańska,37a,,5529,422,2,201,201011
111598,ul. Bankowa,10,,5529,422,2,201,201011
118903,ul. Komuny Paryskiej,1,,5529,422,2,201,201011
120665,ul. Jana Matejki,2,,5529,422,2,201,201011
128901,ul. Marcina Opitza,11,,5529,422,2,201,201011
262787,ul. Heleny i Wincentego Tyrankiewiczów,22,,5529,422,2,201,201011
262853,ul. Bankowa,10,,5529,422,2,201,201011
264891,ul. Marcina Opitza,11,,5529,422,2,201,201011
264892,ul. Marcina Opitza,11,,5529,422,2,201,201011
268291,ul. Polna,25,,5529,422,2,201,201011
268916,ul. Karola Miarki,20,,5529,422,2,201,201011
271923,ul. Heleny i Wincentego Tyrankiewiczów,22,,5529,422,2,201,201011
277149,ul. Grunwaldzka,7A,,5529,422,2,201,201011
278788,ul. Stanisława Staszica,13H,,5529,422,2,201,201011
478956,ul. Widok,10,,5529,422,2,201,201011
479387,ul. Bankowa,6e,2,5529,422,2,201,201011
20961,,43,,5529,1151,2,201,201022
20979,ul. Leśna,9,,5529,7323,2,201,201022
22215,ul. Leśna,9,,5529,7323,2,201,201022
22209,ul. Leśna,9,,5529,7323,2,201,201022
23212,,30,,5529,3454,2,201,201022
118523,,1,,5529,503,2,201,201022
118662,,1,,5529,503,2,201,201022
20645,,1,,5529,503,2,201,201022
123147,ul. Kasztanowa,1,,5529,3203,2,201,201022
123408,ul. Kasztanowa,1,,5529,3203,2,201,201022
20932,ul. Kasztanowa,1,,5529,3203,2,201,201022
123148,,45,,5529,3125,2,201,201022
123409,,45,,5529,3125,2,201,201022
20889,,47,,5529,3125,2,201,201022
131028,,67,,5529,603,2,201,201022
131095,,67,,5529,603,2,201,201022
20750,,67,,5529,603,2,201,201022
131029,,55,,5534,4727,2,201,201022
131096,,55,,5534,4727,2,201,201022
20936,,55,,5534,4727,2,201,201022
131030,,102,,5529,8420,2,201,201022
131097,,102,,5529,8420,2,201,201022
20957,,102,,5529,8420,2,201,201022
277311,ul. Kasztanowa,29,,5529,3203,2,201,201022
85023,,76,,5530,4246,2,201,201032
85029,ul. 11 Listopada,62,,5530,1998,2,201,201032
88722,ul. gen. Wł. Sikorskiego,19,,5530,1998,2,201,201032
49586,ul. Henryka Sienkiewicza,7-8,,5534,4650,2,201,201043
60830,,52,,5534,1080,2,201,201043
61297,ul. Główna,108,,5534,8117,2,201,201043
74360,,152,,5534,1874,2,201,201043
74366,,47,,5534,1637,2,201,201043
74369,ul. Kolejowa,46,,5534,4650,2,201,201043
74371,,52,,5534,1080,2,201,201043
84302,,26A,,5534,4583,2,201,201043
71984,ul. Szkolna,10,,5533,6990,2,201,201052
131356,ul. Szkolna,10,,5533,6990,2,201,201052
123062,ul. Szkolna,10,,5533,6990,2,201,201052
72000,,63,,5532,5012,2,201,201052
72065,,63A,,5532,7263,2,201,201052
130318,ul. Świerkowa,4,,5533,6990,2,201,201052
263198,ul. Lubańska,35,,5532,4868,2,201,201052
123061,ul. Lubańska,53,,5532,4868,2,201,201052
123256,ul. Lubańska,35,,5532,4868,2,201,201052
16354,,110b,,5531,7256,2,201,201062
29168,,19,,5531,2186,2,201,201062
262368,,19,,5531,2186,2,201,201062
29457,,96,,5531,7256,2,201,201062
29458,,96,,5531,7256,2,201,201062
29524,,34,,5531,7090,2,201,201062
30209,,3,,5531,5633,2,201,201062
30210,,3,,5531,5633,2,201,201062
75040,,60,,5531,2186,2,201,201062
74900,,60,,5531,2186,2,201,201062
74899,,60,,5531,2186,2,201,201062
75053,,29,,5531,7579,2,201,201062
2935,ul. Klonowa,4,,5445,243,2,202,202011
4602,ul. Stefana Żeromskiego,18,,5445,243,2,202,202011
6291,ul. Wolności,105,,5445,243,2,202,202011
7022,ul. Stefana Żeromskiego,41,,5445,243,2,202,202011
80805,ul. Stefana Żeromskiego,41,,5445,243,2,202,202011
79061,ul. Stefana Żeromskiego,41,,5445,243,2,202,202011
78966,ul. Stefana Żeromskiego,41,,5445,243,2,202,202011
4755,ul. Stefana Żeromskiego,41a,,5445,243,2,202,202011
7133,ul. Wolności,105,,5445,243,2,202,202011
7679,os. Osiedle Włókniarzy,11,,5445,243,2,202,202011
7700,ul. Parkowa,11,,5445,243,2,202,202011
7708,ul. Wolności,88,,5445,243,2,202,202011
8115,ul. Ludwika Waryńskiego,50,,5445,243,2,202,202011
8116,os. Osiedle Włókniarzy,10,,5445,243,2,202,202011
8117,ul. gen. Grota Roweckiego,6,,5445,243,2,202,202011
10596,ul. Elizy Orzeszkowej,1,,5445,243,2,202,202011
16096,ul. Piastowska,18,S/1,5445,243,2,202,202011
104953,ul. Wolności,22-24,,5445,243,2,202,202011
49102,ul. Szkolna,5,,5445,243,2,202,202011
68612,ul. Stefana Żeromskiego,1,,5445,243,2,202,202011
89068,ul. Stefana Żeromskiego,1,,5445,243,2,202,202011
112051,ul. Stefana Żeromskiego,1,,5445,243,2,202,202011
119974,ul. Polna,2,,5445,243,2,202,202011
262677,ul. Polna,2,,5445,243,2,202,202011
6212,ul. Polna,2,,5445,243,2,202,202011
273911,ul. Polna,2,,5445,243,2,202,202011
125270,ul. Majowa,15 B,,5445,243,2,202,202011
130345,ul. Mikołaja Kopernika,2,,5445,243,2,202,202011
262666,ul. Wolności,105,,5445,243,2,202,202011
262669,ul. Wolności,105,,5445,243,2,202,202011
267725,ul. Piastowska,18,s1,5445,243,2,202,202011
267784,ul. 3 Maja,22,,5445,243,2,202,202011
270427,ul. Wolności,105,,5445,243,2,202,202011
277574,ul. Generała Władysława Andersa,3,,5445,243,2,202,202011
15262,ul. Świdnicka,26,,5435,1489,2,202,202021
18768,ul. Parkowa,2,,5435,1489,2,202,202021
21814,ul. Parkowa,2,,5435,1489,2,202,202021
27496,ul. Parkowa,2,,5435,1489,2,202,202021
18833,ul. Adama Mickiewicza,8,,5435,1489,2,202,202021
31424,ul. Adama Mickiewicza,8,,5435,1489,2,202,202021
31550,ul. Adama Mickiewicza,8,,5435,1489,2,202,202021
18858,ul. marsz. Józefa Piłsudskiego,24,,5435,1489,2,202,202021
128204,ul. marsz. Józefa Piłsudskiego,24,,5435,1489,2,202,202021
49571,ul. marsz. Józefa Piłsudskiego,24,,5435,1489,2,202,202021
49568,ul. marsz. Józefa Piłsudskiego,24,,5435,1489,2,202,202021
49570,ul. marsz. Józefa Piłsudskiego,24,,5435,1489,2,202,202021
19542,ul. Słowiańska,6,,5435,1489,2,202,202021
128207,ul. Słowiańska,6,,5435,1489,2,202,202021
34806,ul. Słowiańska,6,,5435,1489,2,202,202021
35311,ul. Słowiańska,6,,5435,1489,2,202,202021
20482,ul. Nowowiejska,74 i 76,,5435,1489,2,202,202021
49565,ul. Nowowiejska,74 i 76,,5435,1489,2,202,202021
49567,ul. Nowowiejska,74 i 76,,5435,1489,2,202,202021
49585,ul. Nowowiejska,74 i 76,,5435,1489,2,202,202021
21327,ul. Adama Mickiewicza,8,,5435,1489,2,202,202021
35043,ul. Henryka Sienkiewicza,11,,5435,1489,2,202,202021
49584,ul. marsz. Józefa Piłsudskiego,10,,5435,1489,2,202,202021
64015,ul. Miernicza,2,,5435,1489,2,202,202021
64040,ul. Batalionów Chłopskich,20,,5435,1489,2,202,202021
64258,os. Osiedle Tęczowe,3,,5435,1489,2,202,202021
64259,ul. Spacerowa,2,,5435,1489,2,202,202021
64260,ul. Nowowiejska,64,,5435,1489,2,202,202021
71014,ul. Świdnicka,41,,5435,1489,2,202,202021
71018,ul. Adama Mickiewicza,14,,5435,1489,2,202,202021
73075,os. Osiedle Błękitne,25,,5435,1489,2,202,202021
73077,ul. Mikołaja Kopernika,7,,5435,1489,2,202,202021
73079,os. Osiedle Jasne,21,,5435,1489,2,202,202021
109286,ul. Garncarska,1,,5435,1489,2,202,202021
120047,ul. Szkolna,14,,5435,1489,2,202,202021
123249,ul. Adama Mickiewicza,8,,5435,1489,2,202,202021
125170,ul. Szarych Szeregów,2c,,5435,1489,2,202,202021
130514,ul. Ząbkowicka,26,,5435,1489,2,202,202021
131306,ul. Garncarska,3,,5435,1489,2,202,202021
133783,ul. gen. Władysława Sikorskiego,2,,5435,1489,2,202,202021
273054,ul. Ignacego Krasickiego,27,,5435,1489,2,202,202021
274681,ul. Pocztowa,5,,5435,1489,2,202,202021
274983,os. Osiedle Błękitne,26,,5435,1489,2,202,202021
277696,ul. Ząbkowicka,70,,5435,1489,2,202,202021
277875,ul. Słowiańska,3a,,5435,1489,2,202,202021
277928,ul. Wrocławska,53a,,5435,1489,2,202,202021
478772,ul. Wrocławska,51,,5435,1489,2,202,202021
5576,ul. Świdnicka,53,,5444,5122,2,202,202033
61547,ul. Ogrodowa,23,,5444,5122,2,202,202033
68372,ul. Ogrodowa,48,,5444,5122,2,202,202033
77892,ul. Piotra Własta,17,,5444,5122,2,202,202033
120403,ul. Księdza Emila Pagacza,6,,5444,5122,2,202,202033
23237,ul. Tadeusza Kościuszki,1,,5442,5136,2,202,202041
23354,ul. Adama Mickiewicza,5,,5442,5136,2,202,202041
28886,ul. Szkolna,6,,5442,5136,2,202,202041
49587,ul. Szkolna,6,,5442,5136,2,202,202041
49590,ul. Szkolna,6,,5442,5136,2,202,202041
73094,,47,,5437,7410,2,202,202052
73143,ul. Szkolna,12,,5423,4306,2,202,202052
121790,ul. Szkolna,12,,5423,4306,2,202,202052
121789,ul. Szkolna,12,,5423,4306,2,202,202052
73313,ul. Bielawska,58,,5446,4905,2,202,202052
121866,ul. Bielawska,58,,5446,4905,2,202,202052
121868,ul. Bielawska,58,,5446,4905,2,202,202052
110989,ul. Główna,50,,5443,5135,2,202,202052
121951,ul. Główna,50,,5443,5135,2,202,202052
121952,ul. Kościuszki,22,,5439,1287,2,202,202052
121950,ul. Główna,50,,5443,5135,2,202,202052
128287,ul. Kościuszki,22,,5436,1287,2,202,202052
267687,ul. Błotnista,12,,5443,5135,2,202,202052
72950,ul. Łowiecka,22,,5438,3383,2,202,202062
72951,ul. Jedności Narodowej,38,,5438,3383,2,202,202062
72954,ul. Ślężna,1,,2726,4786,2,202,202062
87454,ul. Bolesława Chrobrego,21,,5440,4507,2,202,202073
111387,ul. Bolesława Chrobrego,25,,5440,4507,2,202,202073
118579,ul. Zdrojowa,14,,5441,5503,2,202,202073
118705,,49,,5440,1646,2,202,202073
5156,ul. Jedności Robotniczej,10,,6397,1686,2,203,203011
5536,ul. Ignacego Daszyńskiego,15,,6397,1686,2,203,203011
5553,ul. Perseusza,5,,6397,1686,2,203,203011
6376,ul. Perseusza,5,,6397,1686,2,203,203011
6458,ul. Perseusza,5,,6397,1686,2,203,203011
6426,ul. Perseusza,5,,6397,1686,2,203,203011
274738,ul. Perseusza,5,,6397,1686,2,203,203011
5585,ul. Piastowska,2a,,6397,1686,2,203,203011
6695,ul. Piastowska,2a,,6397,1686,2,203,203011
6941,ul. Piastowska,2a,,6397,1686,2,203,203011
6727,ul. Piastowska,2a,,6397,1686,2,203,203011
274735,ul. Piastowska,2a,,6397,1686,2,203,203011
8532,ul. Wita Stwosza,3a,,6397,1686,2,203,203011
9882,ul. Wita Stwosza,3a,,6397,1686,2,203,203011
9912,ul. Wita Stwosza,3a,,6397,1686,2,203,203011
267026,ul. Wita Stwosza,3a,,6397,1686,2,203,203011
8557,ul. Karola Miarki,1,,6397,1686,2,203,203011
15091,ul. Karola Miarki,1,,6397,1686,2,203,203011
15090,ul. Karola Miarki,1,,6397,1686,2,203,203011
274736,ul. Karola Miarki,1,,6397,1686,2,203,203011
8565,pl. Plac Jana z Głogowa,7,,6397,1686,2,203,203011
9843,pl. Plac Jana z Głogowa,7,,6397,1686,2,203,203011
9827,pl. Plac Jana z Głogowa,7,,6397,1686,2,203,203011
8683,ul. Sportowa,1,,6397,1686,2,203,203011
8863,ul. Sportowa,1,,6397,1686,2,203,203011
13368,ul. Perseusza,7,,6397,1686,2,203,203011
13384,ul. Sportowa,1a,,6397,1686,2,203,203011
10427,ul. Perseusza,7,,6397,1686,2,203,203011
14581,ul. Sportowa,1,,6397,1686,2,203,203011
14005,ul. Sportowa,1,,6397,1686,2,203,203011
13724,ul. Sportowa,1,,6397,1686,2,203,203011
8947,ul. Folwarczna,52,,6397,1686,2,203,203011
13616,ul. Folwarczna,52,,6397,1686,2,203,203011
13642,ul. Jedności Robotniczej,38,,6397,1686,2,203,203011
13649,ul. Jedności Robotniczej,10,,6397,1686,2,203,203011
13417,ul. Piotra Skargi,29,,6397,1686,2,203,203011
15662,ul. Słodowa,12,,6397,1686,2,203,203011
15698,ul. Wiśniowa,26,,6397,1686,2,203,203011
15803,ul. Poczdamska,3f,,6397,1686,2,203,203011
16283,ul. Smolna,19,,6397,1686,2,203,203011
18040,ul. Aleja Wolności,11,,6397,1686,2,203,203011
18853,ul. Jedności Robotniczej,14,,6397,1686,2,203,203011
104205,ul. Jedności Robotniczej,14,,6397,1686,2,203,203011
104206,ul. Jedności Robotniczej,14,,6397,1686,2,203,203011
22348,ul. Aleja Wolności,74,,6397,1686,2,203,203011
22349,pl. Plac Mieszka I,22,,6397,1686,2,203,203011
22350,ul. Tadeusza Kościuszki,18,,6397,1686,2,203,203011
22351,ul. Ignacego Daszyńskiego,11,,6397,1686,2,203,203011
22352,ul. Andromedy,62,,6397,1686,2,203,203011
22353,ul. Mikołaja Gomółki,43,,6397,1686,2,203,203011
22354,ul. Akacjowa,10,,6397,1686,2,203,203011
22355,ul. Królewska,12,,6397,1686,2,203,203011
39082,ul. Andromedy,23,,6397,1686,2,203,203011
41639,ul. Aleja Wolności,17,,6397,1686,2,203,203011
42317,ul. Obrońców Pokoju,30b,30,6397,1686,2,203,203011
42882,ul. Aleja Wolności,72,,6397,1686,2,203,203011
42884,ul. Mieczysława Niedziałkowskiego,7A,,6397,1686,2,203,203011
43705,ul. Gustawa Morcinka,6,,6397,1686,2,203,203011
43782,ul. Stanisława Moniuszki,4a,,6397,1686,2,203,203011
43830,ul. Obrońców Pokoju,14,,6397,1686,2,203,203011
43921,ul. Królewska,14,,6397,1686,2,203,203011
43991,ul. Saturna,38a,,6397,1686,2,203,203011
44020,ul. Plutona,3,,6397,1686,2,203,203011
44269,ul. Herkulesa,4,,6397,1686,2,203,203011
44484,ul. Perseusza,3,,6397,1686,2,203,203011
44540,ul. Ziemowita,2,,6397,1686,2,203,203011
47470,ul. Słodowa,12,,6397,1686,2,203,203011
48320,ul. Obozowa,3,,6397,1686,2,203,203011
49131,ul. Dobrawy,5a,,6397,1686,2,203,203011
49245,ul. Budowlanych,1,,6397,1686,2,203,203011
49505,ul. Piotra Skargi,5,,6397,1686,2,203,203011
51256,ul. Wileńska,28,,6397,1686,2,203,203011
51257,ul. Spółdzielcza,17A,,6397,1686,2,203,203011
54136,ul. Gwiaździsta,3a,,6397,1686,2,203,203011
55872,ul. Obozowa,3,,6397,1686,2,203,203011
55894,ul. 1 Maja,24,,6397,1686,2,203,203011
55898,pl. Plac Jana z Głogowa,7,,6397,1686,2,203,203011
55900,pl. Plac Jana z Głogowa,7,,6397,1686,2,203,203011
55904,pl. Plac Jana z Głogowa,7,,6397,1686,2,203,203011
57733,ul. Obrońców Pokoju,10,,6397,1686,2,203,203011
59586,ul. Mikołaja Gomółki,32,,6397,1686,2,203,203011
73993,ul. Mechaniczna,5j,19,6397,1686,2,203,203011
105077,ul. Obrońców Pokoju,1-2,,6397,1686,2,203,203011
124982,ul. Obrońców Pokoju,19,,6397,1686,2,203,203011
266855,ul. Obrońców Pokoju,19,,6397,1686,2,203,203011
114204,ul. Zielona,2,,6397,1686,2,203,203011
120552,ul. Wojska Polskiego,14,,6397,1686,2,203,203011
120968,ul. Jedności Robotniczej,43b,,6397,1686,2,203,203011
122793,ul. Obozowa,3,,6397,1686,2,203,203011
126355,ul. Gwiaździsta,16,,6397,1686,2,203,203011
127340,ul. Obozowa,3,,6397,1686,2,203,203011
132361,ul. Długa,80,,6397,1686,2,203,203011
196276,ul. Gwiaździsta,2,,6397,1686,2,203,203011
196277,ul. Gustawa Morcinka,2,,6397,1686,2,203,203011
196278,ul. Mieczysława Niedziałkowskiego,10,,6397,1686,2,203,203011
196386,ul. Obozowa,3,,6397,1686,2,203,203011
263508,ul. Obozowa,3,,6397,1686,2,203,203011
263930,ul. bł. Luigiego Novarese,8,,6397,1686,2,203,203011
264123,ul. Budowlanych,6a,,6397,1686,2,203,203011
267027,ul. Folwarczna,55,,6397,1686,2,203,203011
6923,ul. Folwarczna,55,,6397,1686,2,203,203011
267036,ul. Folwarczna,55,,6397,1686,2,203,203011
267343,ul. Stawna,8A,,6397,1686,2,203,203011
267616,pl. Plac Mieszka I,11,,6397,1686,2,203,203011
269719,Rynek,59-61,,6397,1686,2,203,203011
272620,ul. Łąkowa,46,,6397,1686,2,203,203011
272948,ul. Aleja Wolności,2,,6397,1686,2,203,203011
268875,ul. Aleja Wolności,2,,6397,1686,2,203,203011
268872,ul. Aleja Wolności,2,,6397,1686,2,203,203011
268873,ul. Aleja Wolności,2,,6397,1686,2,203,203011
268865,ul. Aleja Wolności,2,,6397,1686,2,203,203011
273369,ul. Rudnowska,32,,6397,1686,2,203,203011
277401,ul. Saturna,5d,17,6397,1686,2,203,203011
278097,ul. Generała Władysława Sikorskiego,23,,6397,1686,2,203,203011
278634,ul. Budziszyńska,1a,,6397,1686,2,203,203011
279112,ul. Poczdamska,1,,6397,1686,2,203,203011
119995,ul. Poczdamska,1,,6397,1686,2,203,203011
16015,ul. Poczdamska,1,,6397,1686,2,203,203011
479090,ul. Poczdamska,1,,6397,1686,2,203,203011
8920,ul. Szkolna,3,,6398,5485,2,203,203022
10013,ul. Głogowska,5a,,6397,7787,2,203,203022
271956,ul. Ogrodowa,18,,6398,6163,2,203,203022
10011,ul. Ogrodowa,18,,6398,6163,2,203,203022
8918,ul. Ogrodowa,18,,6398,6163,2,203,203022
5478,ul. Głogowska,19,,6400,2427,2,203,203032
5488,ul. Główna,20,,6397,2226,2,203,203032
5525,ul. Obiszowska,25,,6400,2427,2,203,203032
274672,ul. Smardzowska,1,,6398,2226,2,203,203032
125425,,17,,6402,1689,2,203,203042
130997,ul. Szkolna,4,,6402,3025,2,203,203042
69361,ul. Górna,8,,6402,3025,2,203,203042
68639,ul. Szkolna,4,,6402,3025,2,203,203042
86168,,20,,6399,211,2,203,203052
13153,,27,,6401,580,2,203,203062
13777,,80,,6401,4504,2,203,203062
120589,,27,,6401,580,2,203,203062
120590,,58,,6401,3169,2,203,203062
264947,,71,,6401,4504,2,203,203062
34245,pl. Bolesława Chrobrego,27,,5355,1797,2,204,204013
104077,pl. Bolesława Chrobrego,27,,5355,1797,2,204,204013
93000,pl. Bolesława Chrobrego,27,,5355,1797,2,204,204013
104076,pl. Bolesława Chrobrego,27,,5355,1797,2,204,204013
34641,ul. Szkolna,1,,5355,1797,2,204,204013
40701,ul. Bartosza Głowackiego,1,,5355,1797,2,204,204013
72871,ul. Bartosza Głowackiego,1,,5355,1797,2,204,204013
73490,ul. Bartosza Głowackiego,1,,5355,1797,2,204,204013
72868,ul. Bartosza Głowackiego,1,,5355,1797,2,204,204013
275662,ul. Bartosza Głowackiego,1,,5355,1797,2,204,204013
72870,ul. Bartosza Głowackiego,1,,5355,1797,2,204,204013
55941,ul. Stefana Żeromskiego,15,,5355,1797,2,204,204013
55942,ul. Piastów,7,,5355,1797,2,204,204013
55988,ul. Szkolna,2,,5355,1096,2,204,204013
111159,ul. Szkolna,2,,5355,1096,2,204,204013
111153,ul. Szkolna,2,,5355,1096,2,204,204013
56377,ul. Marii Konopnickiej,2,,5355,1797,2,204,204013
56378,ul. Poznańska,2,,5355,1797,2,204,204013
56424,,10,,5355,7842,2,204,204013
55401,,6,,5355,1672,2,204,204013
111128,,10,,5355,7842,2,204,204013
111109,,10,,5355,7842,2,204,204013
58991,ul. Armii Polskiej,15a,,5355,1797,2,204,204013
82733,ul. Armii Polskiej,15a,,5355,1797,2,204,204013
82814,ul. Armii Polskiej,15a,,5355,1797,2,204,204013
82483,,54,,5355,6403,2,204,204013
111018,,54,,5355,6403,2,204,204013
111028,,54,,5355,6403,2,204,204013
120366,os. Kazimierza Wielkiego,7,,5355,1797,2,204,204013
23547,,41A,,5356,2419,2,204,204022
23548,,27,,5356,2171,2,204,204022
113824,,17d,,5356,2171,2,204,204022
113825,,41A,,5356,2419,2,204,204022
8158,ul. Szkolna,23,,5358,4467,2,204,204032
22688,ul. Szkolna,23,,5358,4467,2,204,204032
22675,ul. Szkolna,23,,5358,4467,2,204,204032
34984,,78,,5358,6179,2,204,204032
48981,,78,,5358,6179,2,204,204032
44681,,78,,5358,6179,2,204,204032
27236,pl. Plac Kościelny,2,,5357,7590,2,204,204043
30189,,10,,5357,1033,2,204,204043
30190,,4,,5357,5208,2,204,204043
60209,ul. Janusza Korczaka,6,,5357,7590,2,204,204043
275579,ul. Korczaka,6,,5357,7590,2,204,204043
103534,ul. Korczaka,6,,5357,7590,2,204,204043
104123,ul. Korczaka,6,,5357,7590,2,204,204043
104111,ul. Korczaka,6,,5357,7590,2,204,204043
113990,,4,,5357,5208,2,204,204043
114000,,10,,5357,1033,2,204,204043
272098,al. Aleja Niepodległości,10,,5357,7590,2,204,204043
29117,al. Aleja Niepodległości,10,,5357,7590,2,204,204043
271724,ul. Zacisze,10,,5357,7590,2,204,204043
479163,,10,,5357,1033,2,204,204043
479165,,75,,5357,5229,2,204,204043
11670,ul. Wrocławska,30a,,5513,2362,2,205,205011
22314,ul. Wrocławska,30a,,5513,2362,2,205,205011
22313,ul. Wrocławska,30a,,5513,2362,2,205,205011
22315,ul. Wrocławska,30a,,5513,2362,2,205,205011
11674,ul. Józefa Piłsudskiego,11,,5516,2362,2,205,205011
19449,ul. Józefa Piłsudskiego,11,,5513,2362,2,205,205011
19447,ul. Józefa Piłsudskiego,11,,5513,2362,2,205,205011
13204,ul. Ignacego Paderewskiego,6,,5513,2362,2,205,205011
132343,ul. Ignacego Paderewskiego,6,,5513,2362,2,205,205011
21707,ul. Ignacego Paderewskiego,6,,5513,2362,2,205,205011
21706,ul. Ignacego Paderewskiego,6,,5513,2362,2,205,205011
21711,ul. Ignacego Paderewskiego,6,,5513,2362,2,205,205011
21710,ul. Ignacego Paderewskiego,6,,5513,2362,2,205,205011
23848,ul. Tadeusza Kościuszki,8,,5513,2362,2,205,205011
57091,ul. kard. Stefana Wyszyńskiego,1,,5513,2362,2,205,205011
60186,ul. kard. Stefana Wyszyńskiego,1,,5513,2362,2,205,205011
267918,ul. kard. Stefana Wyszyńskiego,1,,5513,2362,2,205,205011
59822,ul. Legnicka,16,,5513,2362,2,205,205011
68700,ul. Legnicka,16,,5513,2362,2,205,205011
267917,ul. Legnicka,16,,5513,2362,2,205,205011
62448,ul. Starojaworska,82,,5513,2362,2,205,205011
62449,ul. Stanisława Moniuszki,4,,5513,2362,2,205,205011
62450,ul. Armii Krajowej,9,,5513,2362,2,205,205011
62453,ul. Fryderyka Chopina,10,,5513,2362,2,205,205011
62454,ul. Stanisława Moniuszki,8,,5513,2362,2,205,205011
62455,ul. Józefa Piłsudskiego,14,,5513,2362,2,205,205011
85586,ul. Fryderyka Chopina,11,,5513,2362,2,205,205011
133974,ul. Widokowa,2,,5513,2362,2,205,205011
262465,pl. Bankowy,1,,5513,2362,2,205,205011
271131,ul. Kolejowa,13,,5513,2362,2,205,205011
11673,ul. Niepodległości,17,,5516,431,2,205,205023
22825,ul. Niepodległości,17,,5516,431,2,205,205023
22827,ul. Niepodległości,17,,5516,431,2,205,205023
128826,ul. Adama Mickiewicza,1,,5516,431,2,205,205023
22826,ul. Niepodległości,17,,5516,431,2,205,205023
12565,ul. Juliusza Słowackiego,18,2,5516,431,2,205,205023
20470,ul. Bolka,8C,,5516,431,2,205,205023
20471,pl. Pollaka,14,,5516,2495,2,205,205023
20472,,69,,5516,3596,2,205,205023
20473,,94,,5516,6094,2,205,205023
20475,ul. Henryka Sienkiewicza,39,,5516,431,2,205,205023
47062,ul. Henryka Sienkiewicza,3,1,5516,431,2,205,205023
52772,,10B,,5517,4045,2,205,205032
127863,,10B,,5517,4045,2,205,205032
90290,,10B,,5517,4045,2,205,205032
