id,nazwa
1,publiczna
4,niepubliczna
5,niepubliczna szkoła artystyczna o uprawnieniach publicznej szkoły artystycznej
6,niepubliczna szkoła artystyczna bez uprawnień publicznej szkoły artystycznej
