rspo,id_organ_prowadzacy
133438,261402
133445,261433
133646,261666
133681,274099
133683,261686
133684,261688
133755,262195
133756,262195
263046,256667
263046, 256668
263196,263192
263742,480703
263814,263812
264014,264004
264015,264004
264017,264016
264414,261680
264909,261217
266829,256266
267029,2795
267030,2795
267033,2795
267276,2795
22112,2795
23077,2795
267277,2795
27506,2795
23404,2795
267638,261680
267928,2795
27543,2795
48093,2795
267993,2855
11712,2855
262545,2855
262509,2855
115371,2855
13420,2855
268033,2795
48092,2795
23078,2795
268713,252603
268746,260795
269058,112780
269654,2795
40562,2795
267031,2795
269664,269630
269949,269948
269979,269977
270267,204711
270267, 270265
270495,261488
270495, 261489
270548,270547
270647,261680
270652,257287
271435,264052
271588,271587
271839,261680
271958,271940
272071,272069
272444,261027
272444, 279436
272444, 279437
272445,262144
272458,249158
272718,251547
272721,272720
272738,261695
272796,259017
272802,272800
273597,261299
273597, 273598
274047,261747
274051,210398
274129,274127
274252,274251
274483,261504
274282,261504
274276,261504
274505,263812
274608,2795
267193,2795
23090,2795
274609,2795
40823,2795
23063,2795
274610,257466
274625,271705
274625, 271774
274724,274723
274827,261680
274911,274910
274996,274995
274998,262195
275125,278448
275164,259017
275166,275165
275417,261217
275495,257837
275741,275701
276163,261747
276252,2795
22935,2795
44574,2795
276253,2795
55830,2795
28015,2795
276254,2795
21985,2795
20574,2795
276255,2795
27971,2795
23867,2795
276434,276433
276836,261488
276836, 261489
277007,277005
277283,277282
277382,264052
277636,267630
277637,267630
277639,267630
277640,267630
277821,277820
277887,277886
277984,277983
278075,2855
13277,2855
13303,2855
11756,2855
12303,2855
14754,2855
16892,2855
278202,257287
278480,278448
278803,278802
278809,273069
278810,273069
279029,279028
279367,252142
478012,478011
478155,267630
478156,267630
478159,478158
478571,262195
478573,478572
478904,235865
479144,206775
479144, 479142
479158,479157
479168,251736
479272,249682
479743,479742
479859,266264
479859, 266265
479938,277929
480102,480100
480103,261695
480262,481076
480263,261695
480560,480559
12595,279177
17747,258483
20659,2
91978,2
91979,2
25165,241746
25176,241746
34757,255293
34757, 256235
34757, 269112
52773,812
75273,812
75274,812
75275,812
52809,812
75279,812
75997,812
76032,812
52818,812
85147,812
80113,812
83736,812
52823,812
79059,812
79047,812
52824,812
76035,812
54317,812
74117,812
275060,812
75946,812
74393,812
109482,812
56733,812
60665,812
60683,812
62040,251783
64059,812
64959,812
66236,812
66259,812
70258,812
70998,812
71046,812
71070,812
71111,812
74711,812
88077,812
88075,812
89277,812
75943,812
79845,812
86961,812
86970,812
86988,812
87271,812
87317,812
87320,812
87322,812
87331,812
87380,812
87538,812
87585,812
88090,812
88598,812
89173,812
89814,267585
89815,267585
90042,255293
90042, 256235
90042, 269112
90043,255293
90043, 256235
90043, 269112
106867,232646
106874,266101
106899,262144
106932,250241
106940,479296
106945,256235
107274,258483
107285,262195
107286,262195
107306,251783
108723,250321
108849,2556
111077,250321
114089,261630
132283,261630
114090,261561
119162,256414
120477,274043
120488,268973
123157,262144
123819,251779
127750,250315
127750, 278531
127750, 278532
127757,250321
127771,250335
128963,251783
129013,262195
129128,481284
125614,481284
125615,481284
130411,261887
130437,261887
130416,261887
131589,257372
131601,261561
132070,261565
132272,258483
132650,259612
132652,261561
132986,260243
133424,261351
133556,261565
262513,2855
262547,2855
11579,2855
262535,251783
263114,263111
263212,256414
264742,264579
265958,265957
268022,268021
268023,267400
269317,262195
269572,256414
270359,270358
271267,271266
271268,271266
271433,271266
272345,268973
272361,272350
272361, 272351
272849,268641
272941,268604
272962,258483
275081,275080
275799,275797
276502,478211
277783,262195
278071,2855
12614,2855
12703,2855
479105,479104
479140,479139
479824,261181
479824, 261365
479961,479911
480538,251968
480596,480595
70250,813
70251,813
70252,813
70253,813
118945,813
81537,813
118946,813
81535,813
118947,813
70254,813
81540,813
81539,813
81538,813
70255,813
81544,813
81543,813
70256,813
81547,813
81548,813
70259,813
81549,813
81552,813
70261,813
81559,813
81562,813
81561,813
70262,204745
85915,204745
85917,204745
70547,265973
74460,262142
74462,262142
74463,262142
74489,262142
74491,262142
74902,256414
75606,2
79022,813
79060,813
79067,813
79068,813
79069,813
79070,813
79071,813
79072,813
79074,270961
79075,270965
79077,252854
79079,813
79080,813
79081,813
79083,813
81553,813
85838,252184
89080,252184
127603,252184
89082,252184
87550,2560
115391,267761
118727,266430
122852,267155
123401,204745
123402,267155
127630,278952
128869,268244
128872,268244
128873,262142
130060,254158
131605,813
133259,260953
267039,813
268247,268246
268283,258650
277198,268244
278073,2855
14660,2855
12806,2855
278595,278593
478734,278593
480124,480123
6808,2567
9322,2567
8971,2567
34582,2567
9007,2567
276440,2567
24920,2856
32089,2567
34578,2567
262931,2567
46562,2567
46563,2567
276442,2567
34581,2567
48680,2567
62395,2567
62396,2567
38871,814
38875,814
38876,814
38878,814
38879,814
38881,814
38883,814
38884,814
38886,814
38888,814
38890,814
40178,2567
40179,2567
44105,269801
60126,269801
61307,269801
60885,269801
278120,269801
44641,2567
66700,2567
66701,2567
66698,2567
67674,2567
49004,270884
64633,258592
119881,248367
123839,2
75592,2
123886,2
124192,2567
125212,261117
129622,262174
129725,253208
131761,262174
131843,257695
132507,261825
129617,261825
129616,261825
262829,262826
264765,270862
265847,278209
269592,268767
277203,261825
279466,278654
478292,478290
22538,815
22556,815
71024,815
22539,815
22557,815
71393,815
22540,815
22558,815
71083,815
22541,815
22559,815
71101,815
22542,815
70981,815
71148,815
22543,815
22553,815
70985,815
22549,815
130942,815
71074,815
22551,815
71122,815
71108,815
22552,815
71140,815
71417,815
22555,815
71003,815
71009,815
71091,815
270753,279493
478458,815
22554,815
70996,815
4178,816
4180,816
104468,816
121788,816
4182,816
121791,816
121792,816
4186,816
4183,816
89460,816
4187,816
4184,816
89462,816
104469,816
122667,271037
42459,817
42460,817
103557,817
103559,817
124542,817
124572,817
7690,268946
12963,270397
20666,268946
20677,270397
87594,818
87597,818
87602,818
87612,818
87616,818
87619,818
119037,270888
130710,255851
131145,2567
48398,2567
48393,2567
10230,2567
48394,2567
276414,2567
4452,8
20178,8
11295,8
16758,819
21694,819
23332,819
75597,2
110215,819
110379,819
110406,819
128036,819
110508,819
130987,256535
479259,278245
480361,819
481055,250429
481055, 263124
481055, 277008
35116,820
35121,820
35126,820
35130,820
35135,820
41999,820
42472,820
35137,820
43963,820
43969,820
35138,258592
35141,243581
35143,208314
35195,820
39016,820
69179,820
268526,820
35122,820
42856,820
3653,821
3667,821
4558,821
18098,821
19832,821
19844,821
20976,821
19653,821
128066,250732
133589,264724
276007,264724
40180,2567
73952,822
73953,822
73954,822
73955,822
73956,822
73960,822
107533,822
107530,822
107532,822
89422,822
107522,822
82404,823
103401,823
103528,823
87535,225046
262670,823
59772,823
82610,823
262671,823
82420,823
82339,823
262673,823
59950,823
103347,823
6722,824
6879,824
7159,824
7722,824
7734,824
7890,824
7907,824
8076,824
8095,824
8159,824
8182,824
8486,824
8559,272610
8599,208128
9041,824
9087,824
9089,824
9129,824
9172,824
9231,824
9334,247228
11093,260977
11094,201702
11766,258592
11786,824
13901,278363
13901, 478891
13902,278363
13902, 478891
16262,269765
16263,251487
24921,2856
70159,2568
81498,2568
125759,2568
90897,2568
90896,2568
276266,2568
90898,2568
90414,2568
90415,2568
123845,247777
123870,241854
128365,278363
128365, 478891
128581,2568
81502,2568
128580,2568
128736,251487
130866,256272
132422,258840
262665,824
266439,824
266452,824
7945,824
266441,824
266453,824
8035,824
278620,278619
24315,825
26128,825
26224,825
91691,825
24350,825
28570,825
28494,825
24380,825
24405,825
25069,825
25999,825
26126,825
26360,205843
28497,825
28500,825
44659,242683
70853,2568
268126,2568
84690,2568
84847,2568
84775,2568
81497,2568
90974,2568
126341,2568
90975,2568
92049,2568
90976,2568
3389,826
6084,826
6107,826
6118,826
11397,826
11405,826
6141,826
6154,826
12585,826
12591,826
6165,826
12600,826
12715,826
6340,826
6355,826
6372,826
6399,826
11388,826
70160,2568
262593,2568
268531,2568
127191,249019
272734,255851
478257,826
478256,826
8780,826
58373,827
58374,827
58375,827
58376,827
58377,827
74102,827
104863,827
104694,827
74387,827
104657,827
104638,827
132502,259064
81247,828
81249,828
81422,828
81424,828
81426,828
81428,828
87904,828
128334,251055
269940,208128
270226,270200
16554,829
16585,829
16598,829
16611,829
64642,829
16615,829
31976,258592
32075,258592
115537,829
16465,829
16466,829
276991,829
478208,829
74657,829
16407,829
89920,829
29074,830
29140,830
29196,830
29566,830
29982,830
30055,830
47657,830
59853,830
61492,830
62037,830
55362,831
61494,831
92528,831
103433,831
62116,831
109593,831
103434,831
119586,831
109490,831
109865,831
14339,2569
14369,2569
15356,2569
105107,2569
105103,2569
105105,2569
105101,2569
276074,2569
133235,2569
24922,2856
56622,832
56623,832
56624,832
56625,832
56627,832
56628,832
56630,832
56631,832
56632,832
56633,832
61824,832
61825,832
61826,832
61828,266698
65154,832
65155,832
65156,832
65157,272588
68003,832
68021,832
68862,832
70034,832
72665,252343
75587,2
79113,2569
105285,2569
105288,2569
105289,2569
79120,2569
79128,2569
82548,2569
105108,2569
105069,2569
105638,262010
106602,232461
107385,232782
107484,232818
111192,252343
123649,241857
123873,241857
125256,244267
269937,252343
273512,279375
479099,479098
479778,203383
29543,833
29691,833
29974,833
30701,833
42831,833
42835,833
40707,833
52664,833
52666,833
40871,480199
41643,833
72877,2569
105111,2569
105110,2569
105497,2569
126814,2569
106303,232282
35162,232282
81234,232282
270448,833
270449,833
44030,833
277939,833
29977,833
262499,833
9917,834
10997,834
11211,834
11760,834
12086,834
12087,834
17639,834
22696,256008
22899,834
90434,834
90438,834
23108,834
23115,834
23118,834
23122,834
29514,834
29515,834
41017,256008
41018,232038
105868,232038
105867,232038
47603,834
47610,834
71874,2569
104525,2569
121635,2569
105070,2569
276073,2569
72959,2569
122071,2569
105109,2569
121611,2569
119078,2569
73729,834
73757,834
73828,2569
107673,232877
111166,233931
111182,256008
118783,237394
125288,276916
128549,251271
128606,251336
132576,480911
132578,480911
262604,834
264493,834
268558,251487
272756,250049
272756, 270494
272797,262035
273214,251487
275861,262035
480916,262035
481302,481301
59027,835
59026,835
59024,835
5988,200715
24919,2856
74123,2570
82475,2570
79936,2570
82470,2570
119163,2570
121771,2570
82618,2570
74353,2570
74529,273243
79044,2570
84159,836
84160,836
86165,836
86238,836
86697,836
86698,836
86730,836
87475,836
89365,836
92943,243581
115161,235596
115287,235677
133829,836
268131,223575
267979,223575
83312,223575
15518,837
15519,837
27594,838
30476,838
41891,838
128115,838
31049,838
41890,838
61465,839
61468,839
61470,839
61474,839
74147,2570
119542,2570
81098,2570
131235,2570
81832,2570
91270,839
91271,839
109683,840
109812,840
123017,840
268388,840
109654,840
122982,840
480557,480556
60809,841
61525,841
61807,243581
74455,243435
91314,841
103990,841
103989,841
91375,841
91377,841
103526,841
103525,841
103998,841
111516,234089
118821,2570
85351,2570
85514,2570
131236,2570
104974,2570
122701,2570
124311,243435
268329,841
91378,841
103524,841
278432,243435
7499,2571
38691,2571
41410,2571
124261,2571
38692,2571
275649,2571
7589,2571
11189,2571
43577,2571
42838,2571
42288,2571
14882,214084
15532,213707
15871,2571
34359,2571
34859,2571
34360,2571
35034,2571
16399,2571
17370,2571
17761,842
18805,2856
74655,2856
83487,2856
24915,2856
20156,842
19551,842
31949,842
20296,842
123267,842
31964,842
25353,842
18621,842
32003,842
25354,842
19571,842
35182,842
26195,842
38782,842
32070,842
27932,206329
29320,2571
29663,2571
38693,2571
263800,2571
40610,2571
34357,2571
35192,208326
40593,253968
40991,243581
43575,210515
43576,244140
43732,247782
48091,214084
54248,213675
54397,213707
115497,235780
127766,250333
127788,250350
130097,277028
131268,2
75593,2
131320,2
131798,277028
267605,268774
272677,213707
276506,248826
278854,278851
8247,2571
10284,2571
43907,2571
43676,2571
44523,2571
264273,2571
17477,2571
43422,2571
43578,2571
43362,2571
49007,843
91828,843
91812,843
78118,843
91846,843
93016,843
85762,843
93032,843
93031,843
85807,843
85816,843
104711,843
104713,843
88988,843
89001,843
89199,843
90336,843
104987,843
93017,843
91823,843
121419,266025
131572,843
265431,262855
6205,2571
48339,2571
48338,2571
44460,2571
15281,2571
47971,2571
48340,2571
48054,2571
47736,2571
16047,216616
59090,844
59705,844
74787,844
74811,844
59799,844
63481,844
64503,216616
74385,844
74477,844
74662,844
123940,844
34351,5
104450,5
130460,5
104452,5
38688,2571
53058,2571
50405,2571
38689,2571
53929,2571
124218,2571
52348,2571
90819,845
90823,845
90827,845
90828,845
90832,845
90847,845
90850,845
103686,845
263644,845
90824,845
90821,845
275388,275386
277521,845
277520,845
103661,845
277568,845
90826,845
90860,845
478200,845
90825,845
90861,845
478556,845
90820,845
90848,845
59757,846
59758,846
59760,846
59763,846
59764,846
59766,846
112041,2
43835,847
61673,847
61674,847
48274,847
61485,847
61364,847
48275,847
72460,847
72406,847
48276,847
48277,847
48279,847
58925,847
129027,251953
268489,847
48278,847
58928,847
41232,848
53153,848
53154,848
262356,848
43949,848
42145,848
278136,278123
68215,849
68219,849
74938,849
74937,849
276151,276149
276151, 276150
478000,849
68220,849
68214,849
4885,273661
5730,266780
55907,850
55911,850
55910,850
72875,850
266784,266780
41282,5
85043,5
130459,5
85044,5
70727,851
85625,851
85560,851
70731,851
85354,851
85311,851
70733,851
70736,851
70739,851
70762,851
70766,851
70767,851
70769,851
70784,196205
131496,851
85629,851
131480,851
70737,851
133467,851
85529,851
85509,851
18162,2777
59987,2777
59993,2777
59989,2777
59991,2777
130418,2777
130417,2777
106740,232522
106906,852
106907,852
106924,268397
107051,852
115010,852
126045,247989
127551,250049
262536,852
106910,852
107057,852
263278,232531
263384,232531
106754,232531
277874,852
277876,852
115008,852
277877,852
277880,852
106751,852
480227,480163
480468,852
480482,852
114313,852
480469,852
480480,852
114211,852
66154,853
111273,853
110522,853
66335,853
111308,853
111305,853
118384,269159
480782,853
70755,854
70768,854
70770,259848
70785,218631
128929,259852
128930,251845
128932,259855
132649,259848
132719,259852
132720,259855
277915,277907
278154,278142
278347,277907
478016,262024
114631,2777
48699,855
119439,855
119436,855
271623,855
48735,855
119487,855
119479,855
48858,855
49759,260720
113893,260487
131925,260713
271621,855
271620,855
271616,855
272380,855
271632,855
271631,855
58622,856
58637,856
58654,856
58656,856
58666,856
58675,856
58678,856
58679,856
58890,856
59121,856
121713,254260
267926,856
18155,2777
59986,2777
59981,2777
59983,2777
275759,2777
59982,2777
274800,2777
125706,2777
18160,2777
75591,2
82572,857
82574,857
83285,857
83617,857
83619,857
83871,857
83872,857
83893,857
83908,857
90199,857
89635,857
85267,857
85268,857
86761,219106
86762,271102
86764,251271
86766,250049
89380,857
89603,857
89614,857
106272,857
128753,251533
128753, 251534
128989,251918
129005,251918
130034,254107
262940,857
266680,270862
269371,203303
59907,259904
59910,215277
62575,858
64042,858
67831,245870
68702,279095
69811,242779
70062,858
82567,858
82585,858
82597,858
82609,858
82613,858
82624,279094
82641,253067
82908,279096
83943,858
263016,858
264216,264215
273101,273096
275828,858
275801,858
64005,858
479151,478401
479775,479774
481125,478401
49948,245670
49950,245671
49952,859
60552,859
60554,859
74274,261927
264566,201738
268410,268409
478284,859
480932,480931
47208,860
47217,860
47218,860
47219,860
48957,860
48958,860
58208,860
60722,215519
84795,860
130758,276894
263580,263578
278317,279238
478294,860
18159,2777
59965,2777
59963,2777
59964,2777
64828,2777
59969,2777
122183,2777
105734,2777
24701,861
24705,861
41110,861
41111,861
41112,861
41113,861
124308,254004
130267,254902
132755,259938
262887,861
264160,264157
18154,2777
88949,2777
59975,2777
59980,2777
59976,2777
274795,2777
122996,2777
18156,2777
60004,2777
60008,2777
64832,2777
20776,2856
24936,2856
24937,2856
263083,2856
20783,2856
41158,2856
263078,2856
59916,253950
64830,2777
68851,862
68852,862
69451,862
70580,862
109487,862
108938,862
70581,862
107115,862
109480,862
70582,862
122175,862
122174,862
70621,862
70624,862
70625,862
70626,862
70627,862
70628,862
79667,862
80069,862
80368,862
84704,862
84713,862
85353,862
92360,241438
262997,241438
59912,241438
108888,273315
109491,862
118774,862
118790,862
119883,862
84707,862
120296,273882
120297,273881
120692,254731
124981,243594
125379,256074
130257,254731
132753,259933
133478,862
133481,862
263620,259933
269434,276786
269436,480831
269437,481343
276787,276786
277202,261770
279066,273713
478033,277624
480385,480383
480443,862
70577,862
70578,862
17069,863
24791,863
27414,863
17139,863
17229,863
27454,863
119629,863
17239,863
17255,863
30258,863
61445,863
119397,863
105733,2777
24927,2856
27194,863
27319,863
265919,278948
34783,864
44097,864
44098,864
34873,864
38906,864
88976,864
128292,864
129012,864
38904,864
4799,865
4894,865
4895,865
4896,865
4986,865
6692,865
267839,865
8501,865
5133,865
5166,865
5610,267744
5621,267743
5635,276376
5642,245326
23201,865
126143,260017
130864,865
133325,261096
18158,2777
60009,2777
60000,2777
59997,2777
60003,2777
59998,2777
274801,2777
123025,2777
89668,866
89669,866
89671,866
89673,866
92765,866
92763,866
92764,866
89674,866
89676,866
91906,226798
91907,226799
92936,227154
264598,264596
267710,866
478034,277595
478644,478643
478649,265768
5866,867
55702,867
55701,867
5867,867
5868,867
5869,867
5870,867
5875,867
55103,867
55709,867
56731,481347
71235,266587
73310,242538
73514,242538
75522,245326
75719,273711
83399,223623
84049,260878
84549,479398
84882,261405
84882, 261406
84883,261405
84883, 261406
87419,479396
120104,250049
123268,867
5876,867
5873,867
123535,266587
129045,251988
272274,272273
277603,251988
478744,260878
478814,478746
49288,250134
49824,270409
84564,868
84566,251988
84567,254260
84568,224011
84633,868
85366,868
85981,868
86699,259517
88600,868
120732,238841
124016,259517
124312,242537
124313,259516
124313, 259517
127803,251988
127803, 262099
132561,259316
275314,259938
132908,264471
268032,268030
269670,269669
277955,868
277956,868
85857,868
278914,278913
478191,478190
480055,480054
480061,252763
4236,2572
4237,2572
19367,2572
26606,2572
25433,2572
4238,2572
20448,2572
20414,2572
7979,2572
20242,2572
275693,2572
87779,2572
20646,2572
20523,2572
272930,2572
5039,200393
8056,2572
26592,2572
26595,2572
26591,2572
8200,869
130786,869
82800,869
8783,869
130785,869
22653,869
16078,244344
16079,244344
24914,2856
22281,869
22282,869
52798,869
52850,869
58121,260341
82647,260359
83625,264724
109630,261963
86592,261963
29278,261963
16083,261963
122423,261962
129402,261962
264574,244725
272812,254334
274985,264724
275270,264724
275683,275672
479953,260359
480430,2
75590,2
480429,2
272932,2572
272933,2572
4240,2572
26586,2572
26584,2572
29054,2572
26587,2572
26585,2572
5118,870
68076,870
68074,870
5217,870
5218,479974
5219,246538
26597,2572
12373,201991
12399,201991
16067,261952
16074,222781
480467,2856
19682,2856
263073,2856
44520,2856
42203,2572
26599,2572
26603,2572
26601,2572
61527,870
132093,258142
132096,266891
263893,274171
478667,478658
3082,871
5770,2572
26588,2572
40813,2572
26590,2572
26594,2572
53285,871
67796,871
66290,871
90574,871
53374,871
68470,871
68531,871
55982,871
57594,871
58557,871
60221,871
66288,871
90558,871
90570,871
132375,258678
278392,258678
477995,477993
19536,2572
19557,2572
74488,872
84435,872
118992,872
87014,872
85759,872
87102,872
87163,872
118522,872
74486,872
85876,872
124461,872
270539,267658
267659,267658
267662,267658
35066,873
55955,873
55953,873
40980,873
40981,873
40985,873
48822,873
49008,873
55422,873
270663,270661
68706,874
83853,874
83857,874
83858,874
83859,874
86039,243581
86040,243581
127119,264724
263513,874
83852,874
90555,874
263515,874
83851,874
91976,874
270411,264724
28196,875
29263,875
47324,875
56021,875
56162,875
56307,875
60020,875
73013,875
73706,875
73796,875
74222,875
74300,875
74659,875
75015,875
75107,875
77920,270901
123082,260341
127044,264724
268900,244725
50342,876
50345,876
50346,876
50347,876
50348,876
50349,876
50352,876
103690,876
103691,876
103710,876
124269,277935
125544,244725
129932,253731
271664,271663
26596,2572
19360,203959
35120,2843
49286,2843
52851,2843
35123,2843
52734,2843
52774,2843
35245,2843
52820,2843
52821,2843
43457,2843
55293,2843
55406,2843
43458,2843
56597,2843
56456,2843
43460,2843
43461,2843
43462,2843
43464,2843
43467,2843
43468,2843
52852,2843
118789,2843
43466,2843
43465,2843
123614,276299
272261,2843
272276,2843
272275,2843
276546,262040
478693,2572
26593,2572
22203,877
26922,877
26822,877
23026,877
27638,877
64712,877
27007,877
27731,877
27886,877
27984,877
119287,877
278378,278377
35200,878
35356,878
44018,878
44206,878
43809,878
53300,878
53295,878
267964,878
277653,264724
272931,2572
4241,2572
19619,2572
88279,2572
26612,2572
66193,879
66194,879
66195,879
66197,879
66198,217159
66199,217128
105582,269789
118456,237245
123776,257097
126624,247537
131404,257097
7512,880
53917,880
71380,880
120351,880
128518,252565
128522,252565
128527,253597
86275,881
86449,881
86451,881
275294,882
275287,882
89372,882
64785,882
49693,883
49694,883
49695,883
86250,883
86249,883
86251,883
128957,883
130424,255266
128712,255266
128716,255266
130377,255266
19384,2573
19430,2573
24930,2856
20464,2573
124035,2573
55106,2573
51425,2573
55110,2573
20838,2573
20849,2573
20972,2573
104781,2573
23453,2573
27332,2573
27356,2573
133090,2573
20990,2573
23433,2573
23322,2573
23371,2573
275686,2573
131814,2573
29253,260257
56509,259029
68023,259029
74592,259029
75589,2
85330,884
85331,884
85332,884
85333,884
85334,884
85335,884
85336,884
85337,884
85338,884
85342,273884
126911,252545
130788,259029
132470,258946
133764,261782
262314,259029
269125,268774
272139,259029
278542,278537
68704,885
58192,886
59730,886
8721,2574
24472,2574
113505,2574
24476,2574
24483,2574
24478,2574
480883,2574
55599,2796
57098,2796
58473,2796
58474,2796
58475,2796
58996,2796
59813,2796
60098,2796
60702,2796
61787,271334
61907,2796
128633,251370
262324,2796
278365,278364
8805,2574
43679,2574
113507,2574
39754,2574
43677,2574
40193,2574
40703,2574
20054,272973
47988,887
47989,887
47992,245326
47994,887
47995,887
47996,887
47997,887
51824,272973
55417,887
121496,239471
266099,266009
480761,480756
7963,2574
20939,2574
113506,2574
8569,2574
20946,2574
20943,2574
20942,2574
20947,2574
20944,2574
8571,2574
22626,2574
22566,2574
271767,2574
22561,2574
22569,2574
19427,2856
48102,2574
31439,2856
24939,2856
48103,2856
24931,2856
19745,2856
24932,2856
24935,2856
24934,2856
43583,888
44000,888
107552,888
107551,888
44006,888
44012,888
47373,258645
48361,2574
48363,257903
48365,2574
49624,888
49726,888
62325,888
62041,888
50289,258522
50374,888
51272,888
68613,888
68397,888
51825,258522
55121,888
55122,888
56005,258522
57684,888
61302,888
73665,888
73749,888
61462,888
61553,888
61794,888
62579,888
74980,888
74965,888
63401,888
64492,888
65197,888
66376,888
66452,888
69965,888
70060,888
79125,888
79124,888
72330,888
73722,888
75588,2
79123,888
111029,196205
120497,252740
124301,478820
124470,248708
124567,270846
129929,253714
132166,258293
263664,248708
271661,888
273714,273713
274943,274900
275882,275879
276383,258293
276471,276466
278610,278609
279518,279516
478153,266986
479185,479183
479852,277624
480708,888
53047,888
69872,888
70934,889
71020,889
71136,889
71567,889
74451,889
74453,889
88670,889
88671,889
88672,889
92935,889
92964,889
480241,889
11540,890
68377,890
69943,890
69931,890
69940,274631
74188,890
115108,274630
133280,260979
274632,274630
478357,890
11977,890
61536,890
3432,891
7490,891
7548,891
7598,891
7609,891
11744,891
7619,891
8767,2574
42384,2574
113508,2574
43681,2574
42117,2574
41867,2574
43684,2574
26272,892
28751,892
28752,892
26280,892
28753,892
28754,892
26283,892
28594,892
28595,892
26292,892
28598,892
28599,892
26314,892
26317,892
28210,892
196206,892
277816,277815
59042,893
71528,893
71527,893
59043,893
59044,893
64863,893
64864,893
64866,893
276461,258139
68329,894
85040,894
85038,894
68868,894
86085,894
86082,894
70245,271203
85884,894
119588,266913
119435,266913
119438,266913
119596,266916
119451,266916
119448,266916
131929,257838
273256,273255
478589,273255
480339,273255
13304,895
14831,2575
106705,2575
21979,2575
23783,2575
23396,2575
131715,2575
23761,2575
22403,895
22507,895
125787,245344
126779,250674
268245,268238
6987,896
6988,896
7031,896
7134,896
7564,896
7689,896
8389,896
8885,896
9921,896
12251,896
13350,896
14867,256157
32100,2575
55479,2575
55476,2575
60100,2575
263119,2575
44468,896
48857,896
60089,896
71263,263650
71265,263650
114643,275496
120048,248826
120050,248826
122441,479667
124377,242729
131286,256957
131308,256957
8042,256957
262985,262980
266961,266958
269438,235320
270462,266986
273453,248826
273590,205682
274419,481325
276604,244725
57608,897
71923,897
114464,897
64482,897
64483,897
64484,897
64485,897
89788,897
89903,897
89905,897
89907,897
131431,257122
14450,898
48657,898
49287,898
14466,898
48719,898
54443,898
14510,898
48815,898
53545,898
14556,898
48865,898
56107,898
14575,898
48931,898
53150,898
15876,898
18229,898
18319,898
18462,898
19229,898
19357,898
22442,898
53329,898
60509,269530
68681,225172
77998,254366
118991,898
119709,898
55645,898
118999,898
119708,898
18615,898
124496,245344
263037,278997
25600,899
124697,899
41121,899
25940,899
25958,899
27820,899
29115,899
29572,899
31100,270930
55540,899
55542,899
59769,270931
80714,899
48273,900
48362,900
48480,900
48481,900
53046,900
53056,900
53089,900
53195,900
61391,900
61582,900
64452,900
64527,900
71542,900
119104,900
124188,242306
264769,242306
15190,901
15191,901
15192,901
24186,901
24187,901
15514,901
25144,901
25146,901
15516,901
24188,901
24189,901
106697,2575
112040,2
22844,2575
60782,2575
49957,2575
49847,2575
131716,2575
55485,2575
25322,251259
25324,251259
26030,479690
26545,243581
26546,243581
68711,112890
118521,268905
127624,268904
26543,268904
26544,268904
127647,268905
28522,268905
28523,268905
262662,901
271038,901
275397,275396
478174,275396
21887,902
58346,902
58347,902
87109,902
84184,902
22706,903
48765,903
48470,903
22860,903
49667,903
52235,903
24414,903
24677,903
42417,210131
43626,2575
60773,2575
60824,2575
132218,2575
61671,2575
48469,903
55755,903
56532,903
57815,903
59821,903
62311,903
119038,237561
121927,239723
133349,261171
133851,903
262999,903
264198,903
60862,903
271915,271911
480108,903
27320,903
56473,903
30047,904
30048,904
30186,904
30697,904
30797,904
30849,904
30912,904
31349,207358
40634,904
127041,256157
127041, 256158
127042,248773
272505,256157
272505, 256158
23225,905
38512,905
38513,905
23226,905
38516,905
38517,905
23227,905
38519,905
38520,905
23229,204969
23231,204971
23232,204973
23233,204972
23234,204973
71262,209710
118472,2575
18168,2575
49218,2575
16011,2575
126419,274080
128095,250786
128096,250786
262648,262635
273110,273103
273112,273103
34737,2575
86038,2575
49670,2575
87262,2575
128865,2575
49545,2575
126271,2575
40660,906
40661,906
40662,906
40663,906
40664,906
40665,906
40666,906
129698,259813
41830,907
41833,907
41835,907
41836,907
49609,907
81357,2575
119717,270492
119718,270492
119719,270492
130544,907
130546,907
275811,907
275845,907
41828,907
13631,908
13632,908
13633,908
13634,908
13635,908
13636,908
13637,908
13638,908
13639,908
13640,908
13641,908
13644,202274
13645,202275
19047,243581
19077,908
132117,258194
10340,264361
77949,909
77950,909
130763,481269
15241,2575
106696,2575
18667,2575
21659,242729
21660,910
21662,910
21663,910
21665,910
21953,2575
22879,2575
29449,2575
29531,2575
24580,910
24582,910
24583,269762
262730,2797
34903,910
38991,258194
39064,910
40188,269761
43898,242729
53694,910
58620,910
115007,267735
120113,251017
128295,251017
262739,910
479395,479394
479609,479394
14852,2576
18241,2576
18206,2576
16264,2576
24462,2576
24482,2576
17187,2576
114583,2576
21748,2576
26204,2576
26525,2576
17259,2576
21882,2576
21919,2576
264897,2576
17277,2576
22045,2576
22944,2576
18026,911
18027,911
18028,911
18029,911
18030,911
18034,261933
18035,262040
18035, 480119
18037,911
24917,2856
20124,2576
20349,2
103590,2
103591,2
27963,5
87720,5
130458,5
87721,5
35241,218807
40050,262142
43738,246086
43861,246086
43935,246086
71203,259207
71208,258917
73289,262010
113840,234824
114670,235335
124128,262142
124303,262142
127984,270862
127985,258914
128050,250721
130882,256290
131469,257479
132149,262142
132154,262142
133257,260950
132207,260950
