rspo,id_organ_prowadzacy
115294,262142
115656,245698
121365,196253
196255,196253
82805,196253
129111,196253
131291,262130
131541,257276
262424,481022
266870,262142
268920,265960
269075,259284
274385,244456
5116,195
5379,195
5384,195
5395,195
5418,195
6093,195
6338,195
7053,195
7094,195
7296,195
17480,2496
48422,2496
49783,2496
20530,273784
38696,2496
38699,195
49787,212303
110105,271419
133577,195
279438,195
6057,195
7144,195
72787,196
72899,196
104927,196
262436,196
40829,197
47154,197
47156,197
3165,2787
3170,2787
3180,2787
3181,2787
121983,269739
124167,242804
3196,198
3203,198
3232,198
3358,198
114393,198
133998,198
19326,2497
31963,2497
31994,2497
41057,199
42548,199
19245,2497
19277,2497
263617,2497
34630,2497
34953,2497
34858,2497
19361,2497
127143,2497
127140,2497
127142,2497
127144,2497
24823,200
24825,200
24826,200
24828,200
24879,205397
29130,2497
81789,2497
84002,2497
82381,2497
127146,2497
84241,2497
84247,2497
84235,242454
90920,226421
129834,253519
130824,270327
272656,272635
478560,478559
92849,201
92851,263361
92852,201
263659,201
263662,201
